Var1,Var2,Var3,Var4a,Var4b,Var4c,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Ex.KLD Dryer
BER,18/09/2015,1,1,0,0,79.65,1.10,66.93,1.07,71.74,2.71,80.50,10.03,14,14.59
BER,18/09/2015,1,1,0,0,79.20,1.14,67.15,1.13,71.76,2.97,78.97,12.80,13.38,14.59
CBL,27/07/2015,1,1,0,0,79.52,0.73,65.88,1.36,71.71,3.38,72.97,13.11,13.52,14.17
CBL,27/07/2015,1,1,0,0,79.50,0.69,65.61,1.35,71.60,3.44,72.74,12.95,14.03,14.17
CJQ,19/12/2016,1,1,0,0,80.19,2.08,64.96,1.10,66.42,4.78,69.36,20.07,13.39,16.26
CJQ,19/12/2016,1,1,0,0,80.41,1.83,65.03,1.11,66.86,4.67,68.22,19.10,13.22,16.26
CJQ,19/12/2016,1,1,0,0,80.42,2.74,64.79,1.07,66.32,5.21,64.43,20.73,13.26,16.26
CRK,03/11/2016,1,1,0,0,75.51,2.04,66.48,1.77,69.42,4.64,55.16,15.64,13.46,15.53
WT,31/07/2015,1,1,0,0,79.30,0.66,65.73,1.51,71.48,3.33,72.05,10.08,13.52,13.98
WT,31/07/2015,1,1,0,0,79.42,0.87,66.46,1.38,71.26,2.95,76.27,10.27,13.75,13.98
BER,19/09/2015,1,1,0,0,79.12,1.16,67.18,1.14,71.90,3.06,78.21,13.20,13.11,14.39
BER,19/09/2015,1,1,0,0,79.45,1.27,67.07,1.09,72.50,3.21,76.88,13.07,13.47,14.39
CBL,28/07/2015,1,1,0,0,79.56,0.67,65.34,1.27,71.71,3.72,71.10,13.50,13.53,14.27
CBL,28/07/2015,1,1,0,0,79.49,0.67,65.44,1.34,71.65,3.63,71.33,12.74,13.91,14.27
CJQ,20/12/2016,1,1,0,0,80.67,2.73,64.73,1.01,66.61,5.35,64.56,20.78,13.35,16.07
CJQ,20/12/2016,1,1,0,0,80.77,2.44,64.72,0.99,65.81,5.61,60.32,21.16,13.39,16.07
CRK,04/11/2016,1,1,0,0,74.75,1.92,66.35,1.74,68.37,4.53,50.45,13.55,13.27,15.5
CRK,04/11/2016,1,1,0,0,74.14,1.94,65.85,2.01,68.23,4.27,50.25,13.86,13.47,15.5
BER,23/09/2015,1,1,0,0,80.77,0.65,66.65,0.74,74.88,2.65,71.52,10.99,13.32,14.45
BER,23/09/2015,1,1,0,0,80.86,0.93,66.60,1.10,73.65,3.99,76.02,13.19,13.38,14.45
CBL,30/07/2015,1,1,0,0,79.37,0.62,65.27,1.33,71.38,3.46,72.05,11.32,13.72,14.24
CBL,30/07/2015,1,1,0,0,79.37,0.62,65.27,1.33,71.38,3.46,72.05,11.32,14.06,14.24
CJQ,22/12/2016,1,1,0,0,80.76,3.27,64.36,0.78,64.05,6.03,50.33,19.35,12.82,16.06
CJQ,22/12/2016,1,1,0,0,80.77,2.77,64.79,1.15,63.71,5.70,50.08,20.50,12.95,16.06
WT,01/08/2015,1,1,0,0,79.27,0.90,66.89,1.16,71.04,2.94,77.57,10.81,14.33,14.15
BER,23/09/2015,1,1,0,0,80.59,1.11,66.70,1.21,73.39,3.99,76.13,13.68,13.45,14.39
BER,23/09/2015,1,1,0,0,80.33,30.30,66.94,25.25,72.56,3.88,78.91,13.11,13.54,14.39
CBL,30/07/2015,1,1,0,0,79.42,0.74,65.76,1.46,71.43,3.13,73.83,10.85,13.98,14.02
CBL,30/07/2015,1,1,0,0,79.42,0.80,66.05,1.47,71.27,3.12,75.21,11.00,13.75,14.02
CJQ,23/12/2016,1,1,0,0,80.93,1.21,65.16,1.24,63.21,5.30,48.60,19.94,13.49,16.07
CJQ,23/12/2016,1,1,0,0,79.12,2.59,64.80,1.56,63.69,5.57,53.43,21.11,13.31,16.07
BER,24/09/2015,1,1,0,0,80.19,32.93,67.03,27.53,71.98,3.92,80.76,12.95,13.35,14.41
BER,24/09/2015,1,1,0,0,80.07,30.20,67.12,25.32,71.84,3.66,81.29,12.36,13.38,14.41
CBL,31/07/2015,1,1,0,0,79.42,0.87,66.46,1.38,71.26,2.95,76.27,10.27,13.96,14.22
CBL,31/07/2015,1,1,0,0,79.40,0.87,66.53,1.35,71.16,3.11,76.86,10.79,13.83,14.22
CJQ,24/12/2016,1,1,0,0,78.47,2.61,64.84,1.71,63.79,5.53,55.37,22.02,13.2,15.97
CJQ,24/12/2016,1,1,0,0,78.99,2.53,64.87,1.55,63.80,5.54,54.27,21.07,13.75,15.97
CRK,08/11/2016,1,1,0,0,75.54,1.24,66.40,1.48,66.79,3.66,51.62,21.39,13.39,15.48
CRK,08/11/2016,1,1,0,0,75.93,1.76,66.12,1.46,66.37,4.02,52.95,20.01,13.55,15.48
BER,25/09/2015,1,1,0,0,79.79,32.76,67.31,27.63,71.70,3.35,81.48,12.00,14.32,14.41
BER,25/09/2015,1,1,0,0,79.85,30.11,67.27,25.36,71.82,3.22,80.39,12.37,13.54,14.41
CBL,01/08/2015,1,1,0,0,79.43,0.92,66.79,1.17,71.06,3.03,78.46,10.54,14.26,14.22
CJQ,26/12/2016,1,1,0,0,79.77,1.88,65.43,1.09,64.46,5.91,52.40,18.66,13.31,15.99
CJQ,26/12/2016,1,1,0,0,79.91,1.60,65.52,1.03,64.85,5.70,57.59,19.78,13.43,15.99
CRK,08/11/2016,1,1,0,0,75.93,1.76,66.12,1.46,66.37,4.02,52.95,20.01,13.43,15.39
CRK,08/11/2016,1,1,0,0,75.96,1.67,65.96,1.53,66.09,4.17,51.89,19.07,13.21,15.39
WT,05/08/2015,1,1,0,0,79.33,1.07,66.96,1.14,70.87,3.10,78.46,11.24,13.61,14.33
BER,28/09/2015,0,1,0,0,79.86,0.85,67.27,0.59,71.80,2.50,79.71,11.82,14.02,14.45
BER,28/09/2015,0,1,0,0,79.91,0.85,67.23,0.62,71.90,2.59,79.22,12.45,13.43,14.45
CBL,05/08/2015,1,1,0,0,79.06,0.80,66.94,1.18,70.93,3.12,76.76,11.76,14.12,14.28
CBL,05/08/2015,1,1,0,0,79.33,1.07,66.96,1.14,70.87,3.10,78.46,11.24,14.7,14.28
CBL,05/08/2015,1,1,0,0,79.37,1.01,66.80,1.16,71.02,2.98,78.12,10.69,14.4,14.28
CJQ,27/12/2016,1,1,0,0,80.37,1.10,65.35,0.94,64.74,5.43,59.48,19.58,13.88,16.02
CJQ,27/12/2016,1,1,0,0,80.37,1.00,65.42,0.89,64.72,5.19,60.84,20.29,13.76,16.02
CJQ,27/12/2016,1,1,0,0,80.26,1.08,65.66,0.93,64.67,5.17,62.55,20.13,13.57,16.02
CRK,09/11/2016,1,1,0,0,76.17,1.81,65.74,1.52,65.74,4.36,52.02,17.79,13.23,15.35
BER,29/09/2015,1,1,0,0,80.01,0.77,67.14,0.63,72.20,2.66,77.14,13.25,13.79,14.44
BER,29/09/2015,1,1,0,0,80.01,0.77,67.14,0.63,72.20,2.66,77.14,13.25,13.25,14.44
CBL,06/08/2015,1,1,0,0,79.33,1.16,67.07,1.08,70.87,2.85,78.38,10.81,13.86,14.31
CJQ,28/12/2016,1,1,0,0,80.29,0.74,65.65,0.80,65.15,4.94,65.76,19.78,13.55,15.99
CJQ,28/12/2016,1,1,0,0,80.16,0.94,65.89,0.82,64.94,5.01,66.40,19.46,13.4,15.99
CJQ,28/12/2016,1,1,0,0,79.95,0.98,65.83,0.88,64.62,5.08,64.87,19.69,13.49,15.99
CRK,09/11/2016,1,1,0,0,76.17,1.81,65.74,1.52,65.74,4.36,52.02,17.79,12.7,15.45
CRK,09/11/2016,1,1,0,0,75.88,1.64,66.15,1.41,66.13,4.18,52.75,17.33,12.86,15.45
WT,08/08/2015,1,1,0,0,79.14,20.08,66.35,16.86,70.75,3.03,77.32,11.80,14.14,14.71
WT,08/08/2015,1,1,0,0,79.22,19.14,66.40,16.07,70.81,3.05,77.66,11.79,13.85,14.71
BER,30/09/2015,0,1,0,0,80.00,0.86,67.15,0.67,72.10,2.75,78.24,13.55,13.35,14.54
BER,30/09/2015,0,0,1,0,78.42,2.03,67.49,1.91,70.16,3.18,83.23,11.52,13.82,14.54
BER,30/09/2015,0,0,1,0,78.37,1.90,67.21,2.05,70.25,3.30,80.04,15.17,13.2,14.54
CRK,10/11/2016,1,1,0,0,75.66,1.30,66.31,1.40,66.21,4.10,51.98,16.70,13.12,15.35
CRK,10/11/2016,1,1,0,0,75.80,1.24,66.77,1.41,67.44,4.26,55.29,17.37,12.94,15.35
WT,11/08/2015,1,1,0,0,78.80,26.00,66.67,21.99,70.20,3.32,77.20,13.31,13.66,14.25
WT,11/08/2015,1,1,0,0,79.02,24.09,66.71,20.33,70.61,3.46,76.79,13.35,14.37,14.25
BER,13/10/2015,1,1,0,0,78.10,1.04,65.81,2.13,70.69,3.81,64.10,20.31,13.38,14.45
BER,13/10/2015,1,1,0,0,78.10,1.12,65.65,1.88,70.18,3.84,60.76,20.95,13.26,14.45
CBL,08/08/2015,1,1,0,0,79.53,22.60,66.21,18.85,71.31,2.68,77.64,10.58,14.05,14.46
CRK,11/11/2016,1,1,0,0,75.69,1.08,67.33,0.83,68.39,3.85,58.05,16.97,13.45,15.41
WT,13/08/2015,1,1,0,0,79.95,1.01,66.85,1.07,72.00,3.34,77.69,12.69,13.56,14.28
WT,13/08/2015,1,1,0,0,79.80,26.30,66.80,22.02,72.55,2.82,78.49,12.77,13.89,14.28
WT,13/08/2015,1,1,0,0,80.30,22.82,66.79,18.99,73.26,3.12,76.46,13.36,13.07,14.28
BER,13/10/2015,1,1,0,0,78.10,1.12,65.65,1.88,70.18,3.84,60.76,20.95,13.28,14.47
BER,13/10/2015,1,1,0,0,78.52,1.36,65.88,1.66,70.48,3.70,61.67,19.81,13.46,14.47
CBL,11/08/2015,1,1,0,0,78.47,28.43,66.63,24.13,69.91,3.30,76.33,13.65,14.33,14.42
CRK,11/11/2016,1,1,0,0,76.93,1.96,67.46,0.91,70.05,3.90,64.21,17.38,13.56,15.46
WT,14/08/2015,1,1,0,0,80.06,26.39,66.73,22.00,73.22,2.81,76.71,13.43,13.43,14.35
BER,14/10/2015,1,1,0,0,78.73,1.45,65.91,1.37,70.38,3.64,60.45,19.44,13.62,14.43
BER,14/10/2015,1,1,0,0,79.10,1.45,66.21,1.33,70.92,3.41,62.71,19.34,12.83,14.43
BER,14/10/2015,1,1,0,0,79.36,1.51,66.38,1.30,71.24,3.31,64.49,18.59,13.04,14.43
CBL,12/08/2015,1,1,0,0,78.56,1.91,66.82,1.26,69.63,3.50,77.70,14.21,13.78,14.2
CBL,12/08/2015,1,1,0,0,78.92,1.84,66.83,1.21,70.39,3.71,76.95,14.06,13.22,14.2
CRK,12/11/2016,1,1,0,0,77.47,1.90,67.63,0.93,71.10,3.37,67.56,16.42,13.62,15.43
CRK,12/11/2016,1,1,0,0,77.68,1.80,67.53,1.00,70.96,3.47,67.23,16.45,13.46,15.43
WT,18/08/2015,1,1,0,0,81.38,0.76,66.75,0.95,75.01,3.13,71.40,13.48,13.35,14.46
WT,18/08/2015,1,1,0,0,81.37,0.76,66.79,0.93,74.72,3.32,73.89,14.16,13.62,14.46
WT,18/08/2015,1,1,0,0,81.13,0.99,66.80,0.94,74.06,3.41,76.64,14.05,13.29,14.46
BER,15/10/2015,0,1,0,0,79.78,1.36,66.67,1.04,71.77,2.95,66.84,17.06,12.98,14.53
BER,15/10/2015,0,0,1,0,79.03,17.55,66.08,14.71,70.90,3.37,66.73,18.09,13.77,14.53
CBL,13/08/2015,1,1,0,0,79.95,1.01,66.85,1.07,72.00,3.34,77.69,12.69,13.98,14.3
CBL,13/08/2015,1,1,0,0,79.80,26.30,66.80,22.02,72.55,2.82,78.49,12.77,14.1,14.3
CBL,13/08/2015,1,1,0,0,80.03,24.36,66.74,20.33,72.90,2.96,77.37,13.17,13.82,14.3
CRK,12/11/2016,1,1,0,0,77.68,1.80,67.53,1.00,70.96,3.47,67.23,16.45,13,15.31
WT,19/08/2015,1,1,0,0,81.16,1.04,66.90,0.94,73.86,3.52,78.25,13.78,13.54,14.36
WT,19/08/2015,1,1,0,0,80.06,1.49,66.81,1.42,72.46,3.47,77.60,12.54,13.39,14.36
WT,19/08/2015,1,1,0,0,79.90,1.44,66.67,1.49,72.31,3.46,76.68,12.76,13.58,14.36
WT,19/08/2015,1,0,1,0,79.76,1.42,66.75,1.47,72.17,3.38,76.73,13.08,14,14.36
BER,17/10/2015,1,0,1,0,78.91,19.08,65.97,16.00,70.77,3.42,67.00,18.13,13.48,14.31
BER,17/10/2015,1,0,1,0,80.75,32.79,66.12,15.34,70.74,3.30,67.43,17.78,13.12,14.31
CBL,14/08/2015,0,1,0,0,80.37,24.47,66.78,20.34,73.58,3.00,75.76,13.56,13.5,14.12
CBL,14/08/2015,0,0,0,1,79.65,15.42,66.73,12.94,72.28,3.21,76.78,12.99,13.66,14.12
CRK,14/11/2016,1,1,0,0,78.23,1.59,67.43,1.08,71.12,3.50,68.31,16.14,13.55,15.36
CRK,14/11/2016,1,1,0,0,78.37,1.47,67.41,1.08,71.31,3.48,67.86,16.51,13.04,15.36
BER,19/10/2015,1,0,1,0,80.78,34.36,65.93,15.98,70.49,3.27,67.20,18.09,13.4,14.33
CBL,18/08/2015,1,1,0,0,81.38,0.76,66.75,0.95,75.01,3.13,71.40,13.48,13.52,14.36
CBL,18/08/2015,1,1,0,0,81.37,0.76,66.79,0.93,74.72,3.32,73.89,14.16,13.46,14.36
CRK,16/11/2016,1,1,0,0,78.64,1.14,67.39,1.08,71.69,3.40,66.95,17.20,14.03,15.69
CRK,16/11/2016,1,1,0,0,78.57,1.09,66.95,1.27,71.26,3.26,68.88,16.79,14.21,15.69
WT,24/08/2015,1,0,1,0,78.80,21.60,66.53,18.28,71.24,2.95,74.93,12.46,13.96,15.16
CBL,19/08/2015,1,1,0,0,81.53,0.66,66.95,0.94,74.75,3.49,74.93,14.26,13.51,14.03
CBL,19/08/2015,1,1,0,0,81.16,1.04,66.90,0.94,73.86,3.52,78.25,13.78,13.44,14.03
CRK,16/11/2016,1,1,0,0,78.57,1.09,66.95,1.27,71.26,3.26,68.88,16.79,13.85,15.73
BER,29/10/2015,0,1,0,0,79.94,0.94,66.80,0.80,72.04,2.72,70.55,16.40,13.11,14.42
BER,29/10/2015,0,0,1,0,79.89,0.85,66.71,0.88,72.21,2.58,69.86,15.60,13.81,14.42
CBL,20/08/2015,1,1,0,0,80.88,1.12,66.84,0.91,73.11,3.42,81.88,12.58,14.11,14.15
CBL,20/08/2015,1,1,0,0,79.73,1.39,66.77,1.49,71.88,3.22,78.91,11.98,14.1,14.15
CRK,17/11/2016,1,1,0,0,78.51,1.04,66.50,1.29,70.83,3.06,70.81,16.14,14.2,15.74
CRK,17/11/2016,1,1,0,0,77.92,1.16,66.63,1.27,69.94,3.39,67.24,16.60,13.23,15.74
CBL,21/08/2015,1,1,0,0,79.32,1.21,66.74,1.60,71.32,2.84,78.93,11.36,13.78,14.1
CBL,21/08/2015,1,1,0,0,79.25,1.12,66.56,1.65,71.33,2.93,77.38,12.03,13.43,14.1
CRK,17/11/2016,1,1,0,0,77.92,1.16,66.63,1.27,69.94,3.39,67.24,16.60,13,15.74
BER,06/11/2015,1,1,0,0,78.94,0.70,65.54,1.62,69.88,2.26,76.24,8.37,14.47,14.5
BER,06/11/2015,1,1,0,0,79.59,35.97,65.75,29.73,71.12,2.70,77.74,9.75,14.29,14.5
CBL,21/08/2015,1,1,0,0,79.25,1.12,66.56,1.65,71.33,2.93,77.38,12.03,13.46,14.07
CBL,21/08/2015,1,1,0,0,79.17,1.07,66.68,1.60,71.31,2.87,77.33,12.60,13.51,14.07
CRK,17/11/2016,1,1,0,0,77.92,1.16,66.63,1.27,69.94,3.39,67.24,16.60,13.79,15.74
CRK,17/11/2016,1,1,0,0,77.61,13.66,66.65,11.77,69.21,3.57,65.10,17.24,13.38,15.74
BER,07/11/2015,1,1,0,0,79.59,35.97,65.75,29.73,71.12,2.70,77.74,9.75,14.15,14.52
BER,07/11/2015,1,1,0,0,77.76,27.27,66.93,23.48,70.42,2.56,80.68,10.85,14.5,14.52
BER,07/11/2015,1,1,0,0,77.26,24.65,66.88,21.33,69.38,3.31,80.55,10.10,13.03,14.52
CBL,25/08/2015,1,1,0,0,78.86,0.59,66.57,1.60,71.31,2.93,74.12,14.26,13.9,13.97
CBL,25/08/2015,1,1,0,0,78.98,0.79,66.90,1.42,71.20,2.85,76.86,13.44,13.61,13.97
CBL,25/08/2015,1,0,1,0,78.83,23.16,66.58,19.60,71.29,2.88,75.44,12.66,13.72,13.97
CRK,18/11/2016,1,1,0,0,77.13,16.46,66.72,14.28,68.40,3.53,62.24,17.05,13.73,15.69
CRK,18/11/2016,1,1,0,0,76.38,11.73,66.35,10.21,67.67,4.07,59.27,18.07,13.49,15.69
WT,07/09/2015,1,1,0,0,78.20,1.98,67.12,1.61,69.96,2.99,82.45,9.07,14.04,14.62
WT,07/09/2015,1,0,1,0,78.25,24.65,66.76,21.04,70.26,3.11,80.02,9.83,12.78,14.62
BER,09/11/2015,1,1,0,0,77.26,24.65,66.88,21.33,69.38,3.31,80.55,10.10,13.81,14.13
BER,09/11/2015,1,1,0,0,76.99,22.67,66.79,19.66,68.86,3.30,78.92,11.52,13.66,14.13
CBL,26/08/2015,1,1,0,0,79.00,0.89,67.43,0.93,71.11,2.62,79.69,12.91,13.43,14
CBL,26/08/2015,1,1,0,0,78.78,0.95,66.98,1.33,70.78,2.82,78.29,12.74,13.29,14
CBL,26/08/2015,1,0,1,0,78.81,25.09,66.75,21.28,71.27,2.80,76.30,12.49,13.77,14
BER,12/11/2015,0,1,0,0,76.18,0.99,67.21,1.60,67.40,3.20,75.45,11.42,14.08,14.15
BER,12/11/2015,0,0,1,0,75.23,1.43,69.35,2.00,68.13,2.65,85.19,10.19,14.69,14.15
CBL,27/08/2015,1,1,0,0,78.73,1.10,66.67,1.50,71.02,2.88,77.05,11.93,13.7,14.14
CBL,27/08/2015,1,1,0,0,78.82,27.60,66.59,23.34,71.27,2.86,76.11,11.73,13.3,14.14
CBL,27/08/2015,1,1,0,0,78.82,27.60,66.59,23.34,71.27,2.86,76.11,11.73,13.58,14.14
WT,09/09/2015,1,1,0,0,79.81,0.90,65.36,1.15,70.79,2.86,78.48,9.70,13.63,14.35
WT,09/09/2015,1,1,0,0,79.99,0.91,66.06,1.25,71.56,2.86,77.60,8.73,13.21,14.35
BER,13/11/2015,1,0,1,0,75.06,1.33,69.43,2.02,67.89,2.56,86.06,9.74,14.58,14.16
BER,13/11/2015,1,0,1,0,75.13,1.38,69.43,15.17,67.90,2.55,84.56,11.95,13.89,14.16
CBL,28/08/2015,1,1,0,0,78.65,30.90,66.18,26.03,71.37,2.91,74.03,11.67,14.41,14.15
CBL,28/08/2015,1,1,0,0,78.65,30.90,66.18,26.03,71.37,2.91,74.03,11.67,13.33,14.15
CBL,28/08/2015,1,0,1,0,78.65,30.90,66.18,26.03,71.37,2.91,74.03,11.67,13.41,14.15
CBZ,24/06/2015,1,1,0,0,80.13,0.72,66.69,1.19,72.92,2.64,75.05,11.99,12.78,15.07
CRK,21/11/2016,1,1,0,0,75.46,1.84,65.70,1.72,65.20,4.73,51.57,20.37,13.64,15.57
WT,09/09/2015,1,1,0,0,79.99,0.91,66.06,1.25,71.56,2.86,77.60,8.73,13.16,14.1
WT,09/09/2015,1,1,0,0,78.88,1.75,66.60,1.30,70.11,3.25,82.14,9.84,13.5,14.1
BER,14/11/2015,1,0,1,0,75.44,1.57,68.90,14.03,68.01,2.51,81.67,15.10,13.96,14.1
CBZ,25/06/2015,1,1,0,0,80.32,0.65,66.56,1.09,72.95,2.73,74.45,12.12,13.38,15.12
CBZ,25/06/2015,1,1,0,0,80.22,0.59,66.63,0.96,72.95,2.82,73.98,11.56,13.49,15.12
CRK,22/11/2016,1,1,0,0,75.85,2.18,65.34,1.49,65.24,5.27,50.24,21.25,13.33,15.67
WT,10/09/2015,1,1,0,0,77.89,26.53,67.09,22.86,70.15,3.15,80.33,9.83,13.7,14.05
WT,10/09/2015,1,1,0,0,78.03,24.57,66.89,21.08,70.23,3.03,79.49,9.61,13.44,14.05
CBZ,26/06/2015,1,1,0,0,80.21,0.60,66.55,0.81,72.82,2.97,74.95,10.48,12.89,15.07
CRK,22/11/2016,1,1,0,0,75.84,2.21,65.23,1.48,65.09,5.16,50.75,22.08,13.51,15.72
WT,14/09/2015,1,1,0,0,78.59,1.01,65.83,1.68,70.62,2.82,74.36,7.85,13.69,14.15
WT,14/09/2015,1,1,0,0,78.80,1.02,65.42,1.64,70.76,2.83,73.94,7.66,12.72,14.15
BER,25/11/2015,1,1,0,0,76.24,1.34,66.05,1.79,66.50,2.55,68.76,19.07,13.33,14.28
CBL,03/09/2015,0,0,0,1,78.70,16.82,66.67,14.28,70.90,3.01,78.62,10.74,12.96,14.04
CBZ,27/06/2015,1,1,0,0,80.02,0.37,66.77,0.62,72.95,2.99,73.05,10.29,12.85,15.02
CBZ,27/06/2015,1,1,0,0,79.87,33.21,66.83,27.79,72.67,3.03,73.98,11.43,13.28,15.02
CBZ,27/06/2015,1,1,0,0,79.76,29.73,66.86,24.93,72.78,3.07,73.33,11.60,13.64,15.02
CRK,23/11/2016,1,1,0,0,75.95,2.32,65.26,1.22,65.25,5.21,51.10,22.41,13.25,15.62
CRK,23/11/2016,1,1,0,0,75.82,2.30,65.44,1.38,64.98,5.09,50.67,21.88,13.13,15.62
WT,15/09/2015,1,1,0,0,78.94,0.90,65.33,1.59,70.82,2.60,74.19,7.23,13.39,14.1
WT,15/09/2015,1,1,0,0,78.88,1.02,66.02,1.65,70.85,2.50,76.92,8.87,12.61,14.1
BER,25/11/2015,1,1,0,0,76.47,1.34,66.46,1.53,67.74,2.62,71.57,16.07,12.6,14.18
CBL,05/09/2015,1,0,1,0,78.20,1.98,67.12,1.61,69.96,2.99,82.45,9.07,13.64,13.93
CBL,05/09/2015,1,0,1,0,78.25,24.65,66.76,21.04,70.26,3.11,80.02,9.83,12.81,13.93
CBZ,27/06/2015,1,1,0,0,79.87,33.21,66.83,27.79,72.67,3.03,73.98,11.43,13.34,15.05
CRK,24/11/2016,1,1,0,0,75.70,2.25,65.40,1.57,64.61,4.85,50.79,22.25,13.65,15.68
BER,26/11/2015,1,1,0,0,76.70,1.30,66.87,1.08,68.98,2.03,74.38,11.70,13.94,14.15
BER,26/11/2015,1,1,0,0,76.89,1.36,66.34,1.69,68.05,2.82,70.52,17.42,12.76,14.15
CBL,07/09/2015,0,1,0,0,79.81,0.90,65.36,1.15,70.79,2.86,78.48,9.70,13.65,14.1
CBL,07/09/2015,0,0,1,0,78.25,24.65,66.76,21.04,70.26,3.11,80.02,9.83,13.56,14.1
CBL,07/09/2015,0,0,1,0,78.31,23.04,66.65,19.63,70.31,3.01,79.35,9.63,13.51,14.1
CBZ,29/06/2015,1,1,0,0,79.54,1.01,66.91,1.08,72.69,3.12,73.60,11.89,13.36,15.11
WT,16/09/2015,1,1,0,0,79.16,1.16,66.21,1.57,71.27,2.67,77.85,9.34,13.31,14.12
WT,16/09/2015,1,1,0,0,79.00,1.15,66.59,1.56,71.23,2.77,78.83,10.87,13.42,14.12
BER,27/11/2015,1,1,0,0,77.08,1.54,66.58,1.69,66.86,2.98,67.38,19.44,13.3,14.22
CBL,08/09/2015,0,0,1,0,78.44,21.74,66.37,18.43,70.40,3.00,78.57,9.59,12.67,14
CBL,08/09/2015,0,0,0,1,79.05,15.42,66.67,13.03,71.34,3.34,78.18,11.36,14.04,14
CBL,08/09/2015,0,0,0,1,79.12,21.05,66.77,17.77,71.33,3.30,78.93,11.37,14.74,14
CBZ,30/06/2015,1,1,0,0,79.32,0.99,66.72,1.44,72.77,3.23,70.62,13.88,13.06,15.24
CRK,25/11/2016,1,1,0,0,75.76,2.25,65.30,1.71,64.64,5.01,48.69,21.44,13.06,15.65
WT,18/09/2015,1,1,0,0,79.17,1.19,67.13,1.16,71.45,2.84,80.65,11.72,13.08,14.12
WT,18/09/2015,1,1,0,0,79.20,1.14,67.15,1.13,71.76,2.97,78.97,12.80,12.83,14.12
BER,28/11/2015,1,1,0,0,77.07,1.68,67.34,0.76,66.60,2.76,68.10,17.74,13.6,14.18
CBL,09/09/2015,1,1,0,0,79.81,0.90,65.36,1.15,70.79,2.86,78.48,9.70,14.13,14.41
CBL,09/09/2015,1,1,0,0,79.99,0.91,66.06,1.25,71.56,2.86,77.60,8.73,13.38,14.41
CBZ,01/07/2015,1,1,0,0,79.16,0.94,66.52,1.65,72.45,3.28,69.86,15.57,13.16,15.2
CBZ,01/07/2015,1,1,0,0,79.31,0.97,66.69,1.51,72.15,3.17,72.86,14.11,13.61,15.2
CRK,26/11/2016,1,1,0,0,75.21,28.63,63.79,24.29,64.87,5.46,44.05,19.87,13.11,15.71
WT,21/09/2015,1,1,0,0,78.91,1.07,67.21,1.13,72.07,3.17,73.88,13.72,13.41,14.27
WT,21/09/2015,1,1,0,0,79.53,1.29,67.03,1.05,73.01,3.28,73.10,12.92,13.58,14.27
BER,28/11/2015,0,0,1,0,76.34,31.76,68.68,28.59,68.32,2.52,80.02,14.70,14.35,14.21
BER,28/11/2015,0,0,1,0,77.03,28.75,68.07,25.43,68.85,2.80,78.26,14.27,13.64,14.21
BER,28/11/2015,0,0,1,0,77.45,26.38,67.82,23.12,69.54,3.04,77.51,14.27,14.48,14.21
BER,28/11/2015,0,0,1,0,77.21,24.32,67.73,21.35,69.23,3.25,79.02,13.74,14.18,14.21
BER,28/11/2015,0,0,0,1,77.38,22.15,67.38,19.33,69.35,3.37,75.63,16.85,14.35,14.21
BER,28/11/2015,0,0,0,1,77.39,21.18,67.21,18.46,69.09,3.52,74.86,17.71,13.7,14.21
BER,28/11/2015,0,0,0,1,77.37,19.57,67.17,17.04,69.03,3.45,74.35,17.47,13.34,14.21
CBZ,01/07/2015,1,1,0,0,79.31,0.97,66.69,1.51,72.15,3.17,72.86,14.11,13.22,15.24
CRK,26/11/2016,1,1,0,0,75.21,28.63,63.79,24.29,64.87,5.46,44.05,19.87,13.2,15.6
CRK,26/11/2016,1,1,0,0,75.80,25.68,64.37,21.80,65.05,5.33,45.58,19.75,13.1,15.6
WT,22/09/2015,1,1,0,0,80.07,1.06,66.94,0.90,73.95,3.04,71.88,12.93,12.94,14.08
WT,22/09/2015,1,1,0,0,80.36,1.16,66.80,1.10,73.44,3.74,74.76,13.79,12.86,14.08
BER,08/12/2015,1,0,1,0,77.63,10.95,66.80,9.51,69.25,3.66,72.57,17.88,13.97,14.08
CBL,11/09/2015,1,1,0,0,76.67,0.47,67.67,0.47,67.21,1.66,91.24,3.74,13.34,14.48
CBL,11/09/2015,1,1,0,0,76.40,0.76,68.18,1.18,68.37,2.16,87.31,6.40,13.3,14.48
CBZ,02/07/2015,1,1,0,0,79.43,0.88,66.83,1.37,72.38,3.10,72.64,12.54,13.3,15.39
CRK,28/11/2016,1,1,0,0,76.08,2.70,64.29,2.39,65.32,5.29,47.00,18.72,13,15.19
WT,23/09/2015,1,1,0,0,80.86,0.93,66.60,1.10,73.65,3.99,76.02,13.19,13.24,14.12
WT,23/09/2015,1,1,0,0,80.59,1.11,66.70,1.21,73.39,3.99,76.13,13.68,13.21,14.12
BER,11/12/2015,1,0,1,0,77.33,11.50,66.72,10.03,68.74,3.59,72.45,18.48,13.37,14.27
CBL,12/09/2015,1,1,0,0,77.80,29.03,66.70,24.93,70.45,2.81,77.25,8.91,13.46,13.94
CBZ,03/07/2015,1,1,0,0,79.41,0.78,66.82,1.41,72.90,3.08,69.43,12.49,13,15.52
CBZ,03/07/2015,1,1,0,0,79.43,0.79,66.83,1.41,72.93,3.10,69.43,12.66,13.46,15.52
