Var1,Var2,Var3,Var4a,Var4b,Var4c,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Ex.KLD Dryer
CRK,13/10/2016,1,1,0,0,77.11,2.27,66.04,1.80,70.01,4.08,63.94,16.70,14.03,15.28
WT,05/06/2015,1,1,0,0,81.26,1.34,65.96,1.92,74.39,2.96,71.64,11.62,13.54,15.29
WT,05/06/2015,1,1,0,0,81.04,1.36,66.39,1.81,74.00,3.26,73.77,13.08,13.64,15.29
YTMZ,18/11/2015,1,1,0,0,75.43,1.11,70.71,1.16,69.30,1.82,87.14,7.49,13.73,15.6
YTMZ,18/11/2015,1,1,0,0,75.57,1.14,70.74,0.97,69.46,1.97,86.87,7.80,14.52,15.6
BER,29/07/2015,1,1,0,0,79.54,0.63,65.17,1.18,71.65,3.77,70.55,14.57,13.85,14.95
BER,29/07/2015,1,1,0,0,79.46,0.65,65.35,1.33,71.60,3.63,71.05,13.26,14.14,14.95
CBL,03/07/2015,1,1,0,0,79.41,0.78,66.82,1.41,72.90,3.08,69.43,12.49,13.48,14.93
CBL,03/07/2015,1,1,0,0,79.43,0.79,66.83,1.41,72.93,3.10,69.43,12.66,13.71,14.93
CBL,03/07/2015,1,1,0,0,79.38,29.60,66.24,24.73,72.73,3.48,68.99,14.65,13.65,14.93
CRK,13/10/2016,1,1,0,0,76.40,26.81,66.13,23.20,69.61,4.09,60.45,16.26,13.87,15.24
CSK,02/01/2017,1,1,0,0,79.01,1.70,65.59,1.21,65.23,5.11,58.45,17.97,13.72,14.53
CSK,02/01/2017,1,1,0,0,79.49,1.70,65.59,1.27,65.10,5.06,59.56,18.21,13.4,14.53
CSK,02/01/2017,1,1,0,0,79.70,1.48,65.54,1.33,65.00,4.97,61.29,19.72,13.89,14.53
CSK,02/01/2017,1,1,0,0,79.66,1.42,65.48,1.33,65.05,4.90,62.02,19.53,13.87,14.53
WT,06/06/2015,1,1,0,0,80.98,1.39,66.27,1.90,74.00,3.36,72.82,13.45,14.65,14.89
WT,06/06/2015,1,1,0,0,80.78,1.44,66.54,1.70,73.64,3.40,74.56,13.45,13.69,14.89
YTMZ,21/11/2015,1,1,0,0,75.98,1.08,71.07,0.93,69.71,2.12,85.44,8.46,13.58,15.13
YTMZ,21/11/2015,1,1,0,0,76.06,1.20,71.07,26.07,69.44,2.24,80.68,14.48,13.23,15.13
YTMZ,21/11/2015,1,1,0,0,76.10,1.23,69.81,23.20,68.80,2.61,78.07,16.36,12.95,15.13
YTMZ,21/11/2015,1,1,0,0,76.21,1.27,69.22,21.14,68.83,2.52,77.41,15.69,12.95,15.13
BER,30/07/2015,1,1,0,0,79.37,0.62,65.27,1.33,71.38,3.46,72.05,11.32,13.86,14.78
CBL,04/07/2015,1,1,0,0,79.31,29.57,65.83,24.58,72.49,3.63,68.63,15.88,13.58,14.78
CJQ,09/11/2016,1,1,0,0,75.88,1.64,66.15,1.41,66.13,4.18,52.75,17.33,13.62,15.19
CJQ,09/11/2016,1,1,0,0,75.93,1.51,66.54,1.46,67.07,4.32,55.04,17.64,13.45,15.19
CRK,14/10/2016,1,1,0,0,76.18,2.18,65.69,2.01,69.27,4.56,58.19,16.54,14.11,15.16
WT,06/06/2015,1,1,0,0,80.78,1.44,66.54,1.70,73.64,3.40,74.56,13.45,13.09,14.83
WT,06/06/2015,1,1,0,0,80.57,1.59,66.69,1.59,73.32,3.53,74.67,13.66,13.22,14.83
BER,31/07/2015,1,1,0,0,79.30,0.66,65.73,1.51,71.48,3.33,72.05,10.08,13.69,14.68
CBL,04/07/2015,1,1,0,0,79.31,29.57,65.83,24.58,72.49,3.63,68.63,15.88,13.51,15.03
CBL,04/07/2015,1,1,0,0,79.40,27.01,65.86,22.44,72.48,3.63,69.45,15.21,13.41,15.03
CJQ,11/11/2016,1,1,0,0,76.93,1.96,67.46,0.91,70.05,3.90,64.21,17.38,14.24,15.27
CJQ,11/11/2016,1,1,0,0,77.20,1.92,67.42,0.96,70.15,3.87,64.62,17.23,13.14,15.27
CJQ,11/11/2016,1,1,0,0,77.44,1.89,67.41,0.98,70.40,3.84,65.01,17.24,14.16,15.27
CJQ,11/11/2016,1,0,1,0,77.56,1.75,67.22,1.12,70.29,3.73,65.57,17.11,14.15,15.27
CRK,17/10/2016,1,1,0,0,74.59,0.82,66.21,1.59,69.31,4.00,55.71,12.82,13.83,14.95
CRK,17/10/2016,1,1,0,0,74.46,0.93,66.06,1.53,69.04,4.05,54.50,13.81,13.04,14.95
WT,10/06/2015,0,1,0,0,80.05,1.67,67.21,0.84,72.47,3.56,76.99,13.57,13.11,14.7
WT,10/06/2015,0,1,0,0,79.26,2.21,66.92,1.10,71.51,3.60,77.36,12.81,14.1,14.7
WT,10/06/2015,0,0,1,0,79.20,2.14,66.75,1.23,71.40,3.58,77.02,12.45,13.77,14.7
YTMZ,26/11/2015,1,1,0,0,76.95,1.48,66.68,1.52,67.56,2.88,69.71,17.56,13.04,15.33
YTMZ,26/11/2015,1,1,0,0,76.59,26.07,67.60,23.06,68.21,2.64,76.22,16.51,13.77,15.33
YTMZ,26/11/2015,1,1,0,0,76.59,26.07,67.60,23.06,68.21,2.64,76.22,16.51,13.77,15.33
BER,01/08/2015,1,1,0,0,79.52,0.94,66.73,1.17,71.52,2.34,77.38,8.83,14.1,14.91
CBL,07/07/2015,1,1,0,0,79.44,0.93,65.72,1.31,72.18,3.64,70.36,15.03,14.16,14.99
CBL,07/07/2015,1,1,0,0,79.46,0.85,66.41,1.32,71.81,3.22,76.83,14.86,12.76,14.99
CJQ,12/11/2016,0,0,1,0,77.77,8.58,67.19,7.39,70.40,3.62,66.39,16.88,13.69,15.23
CJQ,12/11/2016,0,0,0,1,76.83,6.44,66.38,5.52,68.10,4.97,59.56,20.35,13.4,15.23
CJQ,12/11/2016,0,0,0,1,76.64,14.51,66.09,12.52,67.72,5.15,57.53,20.89,13.21,15.23
CRK,17/10/2016,1,1,0,0,74.46,0.93,66.06,1.53,69.04,4.05,54.50,13.81,13.04,15.11
WT,10/06/2015,1,0,1,0,79.13,2.07,66.68,1.27,71.32,3.48,76.84,12.20,13.57,14.67
WT,10/06/2015,1,0,1,0,79.05,2.01,66.78,1.27,71.25,3.37,77.62,12.07,13.82,14.67
WT,10/06/2015,1,0,1,0,79.01,1.96,66.81,1.26,71.26,3.31,77.58,11.82,13.5,14.67
YTMZ,30/11/2015,1,1,0,0,75.99,0.92,70.30,1.16,69.12,2.08,87.33,7.89,12.82,15.23
YTMZ,30/11/2015,1,1,0,0,75.99,0.92,70.30,1.16,69.12,2.08,87.33,7.89,13.24,15.23
YTMZ,30/11/2015,1,1,0,0,75.99,0.92,70.30,1.16,69.12,2.08,87.33,7.89,13.1,15.23
YTMZ,30/11/2015,1,0,1,0,75.99,0.92,70.30,1.16,69.12,2.08,87.33,7.89,12.84,15.23
BER,01/08/2015,1,1,0,0,79.52,0.94,66.73,1.17,71.52,2.34,77.38,8.83,14.22,14.75
BER,01/08/2015,1,1,0,0,79.43,0.92,66.79,1.17,71.06,3.03,78.46,10.54,14.23,14.75
CBL,08/07/2015,1,1,0,0,79.55,0.86,66.73,1.11,71.77,3.06,79.78,12.57,13.74,14.97
CBL,08/07/2015,1,1,0,0,79.82,0.98,66.78,1.07,71.91,2.90,79.47,11.83,13.79,14.97
CJQ,19/11/2016,1,1,0,0,76.05,13.41,66.21,11.69,67.21,4.15,57.81,18.40,13.7,15.19
CJQ,19/11/2016,1,1,0,0,75.95,11.69,65.94,10.18,66.60,4.52,55.87,19.48,13.79,15.19
CJQ,19/11/2016,1,1,0,0,75.97,10.53,65.86,9.13,66.42,4.73,54.78,19.94,13.23,15.19
CRK,18/10/2016,1,1,0,0,74.58,1.41,65.88,1.36,69.21,4.01,53.69,15.19,13.62,15.28
WT,12/06/2015,1,0,1,0,78.60,1.91,66.66,1.37,70.78,3.08,77.81,11.03,13.76,14.74
WT,12/06/2015,1,0,1,0,78.59,17.54,66.75,14.88,70.81,2.99,78.04,10.77,13.57,14.74
YTMZ,01/12/2015,1,0,1,0,78.66,0.80,66.65,1.45,70.43,3.02,73.00,11.36,13.23,15.19
BER,03/08/2015,1,1,0,0,79.43,0.92,66.79,1.17,71.06,3.03,78.46,10.54,14.28,14.89
BER,03/08/2015,1,1,0,0,79.27,0.90,66.89,1.16,71.04,2.94,77.57,10.81,14.41,14.89
CBL,10/07/2015,0,1,0,0,80.21,1.01,66.86,1.01,72.13,2.64,79.00,10.59,14.18,14.95
CBL,10/07/2015,0,1,0,0,79.61,1.43,66.80,1.32,71.65,2.93,76.27,11.62,14.55,14.95
CBL,10/07/2015,0,0,1,0,79.26,14.50,66.79,12.21,71.49,3.36,76.24,13.00,13.85,14.95
CJQ,22/11/2016,1,1,0,0,75.85,2.18,65.34,1.49,65.24,5.27,50.24,21.25,13.91,15.09
CJQ,22/11/2016,1,1,0,0,75.84,2.21,65.23,1.48,65.09,5.16,50.75,22.08,13.95,15.09
CRK,18/10/2016,0,1,0,0,74.71,1.53,66.18,1.38,69.10,4.11,52.76,14.35,13.11,15.44
CRK,18/10/2016,0,0,0,1,74.64,13.23,66.24,11.74,69.22,4.07,55.01,16.60,13.41,15.44
WT,19/06/2015,1,1,0,0,78.59,27.51,67.61,23.68,71.17,2.09,80.73,8.00,14.1,14.7
WT,19/06/2015,1,1,0,0,78.85,25.10,67.46,21.49,71.51,2.27,79.83,9.03,13.88,14.7
YTMZ,03/12/2015,1,1,0,0,78.66,0.80,66.65,1.45,70.43,3.02,73.00,11.36,12.8,15.18
YTMZ,03/12/2015,1,0,1,0,78.76,0.81,66.81,1.43,71.37,2.83,73.76,12.69,13.59,15.18
YTMZ,03/12/2015,1,0,1,0,77.89,1.46,67.00,1.23,70.15,3.62,78.03,12.62,13.77,15.18
YTMZ,03/12/2015,1,0,1,0,77.81,1.41,67.02,1.61,70.01,3.36,77.01,14.07,12.88,15.18
BER,04/08/2015,1,1,0,0,79.19,0.87,66.94,1.15,70.88,3.09,77.63,11.39,14.2,14.75
CBL,10/07/2015,1,1,0,0,79.61,1.43,66.80,1.32,71.65,2.93,76.27,11.62,13.87,14.96
CBL,10/07/2015,1,1,0,0,79.04,20.11,66.72,16.96,71.48,3.61,73.69,13.14,14.19,14.96
CJQ,23/11/2016,1,1,0,0,75.95,2.32,65.26,1.22,65.25,5.21,51.10,22.41,13.92,15.23
CJQ,23/11/2016,1,1,0,0,75.82,2.30,65.44,1.38,64.98,5.09,50.67,21.88,13.41,15.23
CRK,19/10/2016,1,1,0,0,74.89,1.70,66.31,1.32,69.27,4.11,52.50,14.20,13.28,15.5
WT,20/06/2015,1,1,0,0,79.32,25.25,67.19,21.41,72.07,2.46,76.85,10.36,14.17,14.71
YTMZ,09/12/2015,1,1,0,0,77.81,1.41,67.02,1.61,70.01,3.36,77.01,14.07,13.09,15.12
YTMZ,09/12/2015,1,1,0,0,77.83,14.22,67.11,12.30,70.38,3.20,74.72,15.85,13.14,15.12
YTMZ,09/12/2015,1,1,0,0,77.77,13.13,66.90,11.38,69.82,3.60,73.62,17.38,13.64,15.12
BER,06/08/2015,1,1,0,0,79.33,1.16,67.07,1.08,70.87,2.85,78.38,10.81,13.53,14.9
CBL,11/07/2015,1,1,0,0,78.51,23.32,66.66,19.79,71.21,3.90,71.52,13.46,13.89,14.92
CBL,11/07/2015,1,1,0,0,78.75,21.52,66.67,18.21,71.54,3.77,71.64,13.36,13.99,14.92
CJQ,24/11/2016,1,1,0,0,75.70,2.25,65.40,1.57,64.61,4.85,50.79,22.25,14.05,15.18
CJQ,24/11/2016,1,1,0,0,75.78,2.25,65.20,1.63,64.69,4.98,49.71,22.23,13.27,15.18
CRK,20/10/2016,1,1,0,0,74.95,1.71,66.77,1.21,68.88,4.28,50.90,12.30,13.49,15.23
CRK,20/10/2016,1,1,0,0,74.53,1.80,66.81,1.10,68.68,4.20,49.98,14.31,13.51,15.23
WT,25/06/2015,0,1,0,0,79.97,25.14,66.75,21.00,72.84,2.96,73.71,11.79,13.79,14.71
WT,25/06/2015,0,1,0,0,79.84,23.45,66.71,19.61,72.78,3.01,73.16,12.47,13.51,14.71
YTMZ,12/12/2015,0,1,0,0,77.65,17.51,66.81,15.18,69.53,3.55,69.92,19.79,13.26,15.15
YTMZ,12/12/2015,0,1,0,0,77.60,15.58,66.57,13.51,68.90,3.84,69.40,20.62,13.59,15.15
BER,07/08/2015,0,1,0,0,79.86,1.33,66.99,1.07,70.74,3.04,81.86,9.25,14.61,14.68
BER,07/08/2015,0,1,0,0,79.68,1.10,66.66,1.13,71.12,2.83,79.48,9.30,14.38,14.68
BER,07/08/2015,0,0,0,1,79.67,18.41,66.62,15.41,71.80,3.29,77.62,12.33,14,14.68
CBL,13/07/2015,1,1,0,0,79.54,0.68,66.69,1.28,73.13,2.79,70.52,12.91,13.45,14.97
CBL,13/07/2015,1,1,0,0,79.78,0.74,66.41,1.31,72.84,2.83,71.52,12.30,14.36,14.97
CJQ,25/11/2016,1,1,0,0,75.75,23.31,64.69,19.91,64.93,5.23,46.43,20.02,13.14,15.47
CJQ,25/11/2016,1,1,0,0,75.95,21.56,64.96,18.45,64.98,5.05,48.11,19.77,13.1,15.47
CJQ,25/11/2016,1,1,0,0,76.06,20.13,65.34,17.31,65.17,4.79,51.39,20.98,13.15,15.47
CJQ,25/11/2016,1,0,1,0,76.36,18.00,65.90,16.21,65.92,4.56,59.19,23.85,13.73,15.47
CRK,20/10/2016,1,1,0,0,74.53,1.80,66.81,1.10,68.68,4.20,49.98,14.31,13.35,15.47
WT,29/06/2015,1,1,0,0,79.42,1.00,66.80,1.32,72.42,3.16,73.23,13.05,13.52,14.73
YTMZ,15/12/2015,1,1,0,0,77.43,1.56,65.76,2.54,66.64,3.99,67.52,23.24,13.11,15.1
YTMZ,15/12/2015,1,1,0,0,77.37,1.73,66.21,2.24,67.62,3.82,67.41,21.31,13.08,15.1
BER,24/08/2015,1,1,0,0,78.64,0.60,66.28,1.78,71.00,3.34,71.81,10.66,13.48,14.47
BER,24/08/2015,1,1,0,0,78.80,0.58,66.06,1.72,71.19,3.30,71.50,11.70,13.41,14.47
CBL,14/07/2015,1,1,0,0,80.15,0.60,66.23,1.15,72.73,2.94,72.67,12.34,14.06,14.72
CBL,14/07/2015,1,1,0,0,80.21,0.63,66.22,1.07,72.34,2.92,74.68,12.31,14,14.72
CJQ,28/11/2016,1,1,0,0,76.34,2.37,64.90,2.34,65.29,4.90,50.17,18.42,13.12,15.43
CJQ,28/11/2016,1,1,0,0,76.41,2.16,65.53,2.32,65.55,4.45,55.39,20.17,13.31,15.43
CRK,21/10/2016,1,1,0,0,74.11,1.79,66.85,0.97,68.48,4.10,49.05,16.02,13.04,15.39
CRK,21/10/2016,1,1,0,0,73.92,1.88,66.52,1.54,68.40,4.11,47.93,15.65,12.92,15.39
WT,01/07/2015,1,1,0,0,79.34,0.91,66.73,1.48,72.40,3.16,71.71,13.69,13.53,14.5
YTMZ,16/12/2015,1,1,0,0,77.33,1.70,66.57,1.85,68.02,3.50,70.27,18.74,12.95,15.17
YTMZ,16/12/2015,1,1,0,0,77.35,1.60,66.48,1.82,68.29,3.41,71.18,17.70,12.64,15.17
BER,25/08/2015,1,1,0,0,78.95,0.52,65.85,1.62,71.38,3.25,71.19,12.65,13.52,14.47
BER,25/08/2015,1,1,0,0,78.86,0.59,66.57,1.60,71.31,2.93,74.12,14.26,13.74,14.47
CBL,16/07/2015,1,1,0,0,80.38,0.58,66.14,0.91,71.99,3.10,76.50,12.50,13.72,14.66
CJQ,01/12/2016,1,1,0,0,76.61,1.33,67.43,0.53,66.33,2.52,71.05,16.83,14.06,15.64
CJQ,01/12/2016,1,1,0,0,76.83,1.36,67.48,0.56,67.38,2.68,79.00,15.87,13.67,15.64
CJQ,01/12/2016,1,1,0,0,77.10,1.50,67.65,8.50,67.79,2.49,81.33,13.73,13.53,15.64
CRK,22/10/2016,1,1,0,0,73.73,1.95,66.20,1.89,68.33,4.13,46.81,15.20,13.18,15.43
WT,02/07/2015,1,1,0,0,79.43,0.86,66.84,1.38,72.57,3.12,71.57,12.73,13.47,14.56
YTMZ,18/12/2015,1,1,0,0,77.36,1.34,66.52,1.58,68.46,3.18,75.00,13.65,12.41,15.19
YTMZ,18/12/2015,1,1,0,0,76.76,1.37,66.11,1.81,67.81,3.60,71.26,15.01,13.14,15.19
YTMZ,18/12/2015,1,1,0,0,76.78,1.43,65.98,1.91,67.58,3.65,70.79,15.60,12.79,15.19
BER,25/08/2015,0,1,0,0,78.86,0.59,66.57,1.60,71.31,2.93,74.12,14.26,13.71,14.35
BER,25/08/2015,0,1,0,0,78.98,0.79,66.90,1.42,71.20,2.85,76.86,13.44,13.46,14.35
CBL,17/07/2015,1,1,0,0,79.66,1.09,66.96,0.98,71.08,2.37,81.79,9.41,13.7,14.59
CJQ,01/12/2016,1,1,0,0,77.21,1.35,67.36,6.68,68.73,2.86,78.65,14.43,13.91,15.51
CRK,22/10/2016,1,1,0,0,73.45,1.56,65.78,1.75,68.14,3.92,48.83,13.02,13.31,15.4
WT,03/07/2015,1,1,0,0,79.38,29.60,66.24,24.73,72.73,3.48,68.99,14.65,14.24,14.48
WT,03/07/2015,1,1,0,0,79.34,26.98,66.06,22.51,72.57,3.53,68.79,15.27,13.65,14.48
YTMZ,21/12/2015,1,1,0,0,76.65,1.51,65.65,2.18,66.69,3.84,67.71,16.34,12.88,15.14
YTMZ,21/12/2015,1,1,0,0,76.27,1.72,65.68,1.98,67.23,4.03,67.23,16.92,12.82,15.14
BER,26/08/2015,1,1,0,0,79.00,0.89,67.43,0.93,71.11,2.62,79.69,12.91,13.44,14.36
CBL,18/07/2015,1,1,0,0,78.93,0.91,67.71,0.45,71.00,2.18,82.86,8.59,13.8,14.62
CBL,18/07/2015,1,1,0,0,78.45,1.30,67.71,0.79,70.38,2.98,84.21,10.09,14.15,14.62
CJQ,03/12/2016,1,1,0,0,77.47,1.28,67.29,8.57,69.63,2.61,78.41,13.39,13.57,15.55
CJQ,03/12/2016,1,1,0,0,77.69,1.44,66.82,7.46,68.97,3.15,75.68,14.97,13.25,15.55
CRK,22/10/2016,1,1,0,0,73.45,1.56,65.78,1.75,68.14,3.92,48.83,13.02,13.6,15.38
CRK,22/10/2016,1,1,0,0,73.56,1.53,65.77,1.72,68.32,3.82,48.94,12.50,13.45,15.38
WT,04/07/2015,1,1,0,0,79.40,27.01,65.86,22.44,72.48,3.63,69.45,15.21,14.28,14.6
WT,04/07/2015,1,1,0,0,79.43,23.33,66.26,19.50,72.18,3.42,73.41,15.56,13.31,14.6
WT,04/07/2015,1,1,0,0,79.62,20.87,66.40,17.44,72.17,3.26,74.65,14.79,14.12,14.6
WT,04/07/2015,1,0,1,0,79.50,19.00,66.47,15.92,71.99,3.26,74.45,14.32,13.43,14.6
YTMZ,24/12/2015,1,1,0,0,75.54,1.69,65.63,1.80,66.78,4.00,68.42,17.01,13.15,14.97
YTMZ,24/12/2015,1,1,0,0,75.51,1.67,65.29,2.15,66.42,4.24,67.00,17.34,12.82,14.97
YTMZ,24/12/2015,1,1,0,0,75.49,1.75,65.35,2.10,65.94,4.44,65.59,18.73,12.95,14.97
BER,27/08/2015,1,1,0,0,78.79,1.07,66.83,1.36,70.55,2.90,78.90,11.29,13.15,14.47
CBL,20/07/2015,1,1,0,0,78.60,1.40,67.71,1.20,71.19,2.98,83.95,12.58,15,15.66
CBL,20/07/2015,1,1,0,0,79.49,1.39,67.11,1.24,71.81,3.12,80.43,11.96,14.35,15.66
CBL,20/07/2015,1,1,0,0,79.47,1.30,67.04,1.23,71.94,3.08,78.94,12.05,13.68,15.66
CJQ,06/12/2016,1,1,0,0,78.34,1.68,65.44,1.31,66.98,3.75,67.48,16.39,12.95,15.53
CJQ,06/12/2016,1,1,0,0,78.89,2.13,65.43,1.12,67.17,3.99,68.10,17.23,13.28,15.53
CRK,24/10/2016,1,1,0,0,73.72,1.52,66.04,1.49,68.60,3.79,54.25,12.11,14.01,15.33
WT,06/07/2015,1,1,0,0,79.49,1.14,66.44,1.40,71.71,3.14,75.73,14.04,14.26,16.64
WT,06/07/2015,1,0,1,0,79.20,15.59,66.48,13.10,71.60,3.48,74.36,14.29,14.37,16.64
YTMZ,28/12/2015,1,1,0,0,75.27,1.63,64.30,2.56,64.51,4.22,62.83,17.77,12.93,15
YTMZ,28/12/2015,1,1,0,0,75.32,1.82,64.77,2.42,64.02,4.38,60.92,20.17,12.89,15
YTMZ,28/12/2015,1,1,0,0,75.42,1.79,65.05,2.36,63.83,4.28,61.00,20.85,13.02,15
BER,28/08/2015,0,1,0,0,78.35,0.91,66.09,1.53,70.12,3.07,75.48,11.89,13.2,14.39
BER,28/08/2015,0,1,0,0,78.49,1.04,66.22,1.62,71.05,2.98,74.40,12.14,13.61,14.39
BER,28/08/2015,0,0,1,0,78.65,30.90,66.18,26.03,71.37,2.91,74.03,11.67,13.57,14.39
CBL,21/07/2015,1,1,0,0,79.70,1.39,67.10,1.11,71.64,2.93,81.67,9.50,14.26,14.74
CJQ,07/12/2016,1,1,0,0,80.39,2.16,65.26,1.21,67.02,4.59,67.19,15.90,13.25,15.54
CJQ,07/12/2016,1,1,0,0,80.57,1.94,65.04,1.36,66.10,5.03,59.67,17.99,13.07,15.54
CRK,24/10/2016,1,1,0,0,73.88,1.41,66.03,1.66,68.86,3.44,49.17,10.86,14.04,15.38
WT,10/07/2015,1,1,0,0,79.04,20.11,66.72,16.96,71.48,3.61,73.69,13.14,14.23,14.67
WT,10/07/2015,1,1,0,0,79.15,18.91,66.72,15.93,71.69,3.53,73.50,13.11,14.51,14.67
BER,07/09/2015,1,1,0,0,79.81,0.90,65.36,1.15,70.79,2.86,78.48,9.70,14.03,14.6
CBL,21/07/2015,1,1,0,0,79.76,1.37,66.79,1.31,71.58,2.91,80.76,10.29,14.19,14.41
CJQ,09/12/2016,1,1,0,0,80.94,1.34,64.61,1.54,64.24,5.36,44.62,11.22,12.16,15.78
CJQ,09/12/2016,1,1,0,0,80.59,1.28,64.52,1.23,62.50,5.94,44.19,11.90,12.87,15.78
CRK,26/10/2016,1,1,0,0,73.41,1.66,66.04,1.06,68.10,4.37,64.43,7.01,13.73,15.44
CRK,26/10/2016,1,1,0,0,73.38,1.51,65.90,1.31,67.90,4.14,56.00,12.28,13.58,15.44
WT,14/07/2015,0,1,0,0,79.46,1.31,66.86,1.21,71.50,3.10,78.76,12.35,14.23,14.59
WT,14/07/2015,0,0,1,0,79.49,1.32,66.89,1.20,71.52,3.08,79.13,12.06,14.1,14.59
BER,07/09/2015,1,0,1,0,78.25,24.65,66.76,21.04,70.26,3.11,80.02,9.83,13.83,14.4
BER,07/09/2015,1,0,1,0,78.31,23.04,66.65,19.63,70.31,3.01,79.35,9.63,13.52,14.4
CJQ,10/12/2016,1,1,0,0,79.07,32.92,65.17,27.13,63.32,5.03,53.14,20.16,13.35,15.89
CJQ,10/12/2016,1,1,0,0,79.12,29.53,65.77,24.56,64.08,4.60,63.08,24.56,13.77,15.89
CRK,26/10/2016,1,1,0,0,73.38,1.51,65.90,1.31,67.90,4.14,56.00,12.28,13.59,15.54
CRK,26/10/2016,1,1,0,0,73.45,1.60,65.78,1.41,68.04,4.10,51.14,13.56,13.03,15.54
WT,14/07/2015,1,0,1,0,79.49,1.32,66.89,1.20,71.52,3.08,79.13,12.06,14.63,15.85
WT,14/07/2015,1,0,1,0,79.53,1.33,66.85,1.23,71.52,3.06,79.21,11.95,14.03,15.85
WT,14/07/2015,1,0,1,0,79.56,1.30,66.88,1.20,71.65,3.12,78.91,12.10,13.82,15.85
BER,14/09/2015,1,1,0,0,78.59,1.01,65.83,1.68,70.62,2.82,74.36,7.85,14.19,14.41
CBL,22/07/2015,0,0,0,1,79.46,1.02,66.42,1.47,71.46,3.14,76.38,11.85,15,14.41
CBL,22/07/2015,0,0,0,1,79.35,12.63,66.39,10.63,71.19,3.12,76.73,11.84,14.68,14.41
CBL,22/07/2015,0,0,0,1,79.42,16.10,66.46,13.51,71.43,3.11,77.04,12.02,14.93,14.41
CJQ,12/12/2016,1,1,0,0,79.24,0.93,66.90,1.09,66.27,1.81,83.21,16.86,13.97,16.1
CJQ,12/12/2016,1,1,0,0,79.46,0.89,66.99,0.94,66.76,1.99,83.84,14.63,14.2,16.1
CRK,27/10/2016,0,1,0,0,73.47,1.57,65.65,1.54,68.01,3.96,44.50,10.89,13.3,15.45
CRK,27/10/2016,0,1,0,0,73.98,1.69,65.92,1.49,68.90,3.91,45.76,13.37,13.3,15.45
CRK,27/10/2016,0,1,0,0,75.52,22.25,66.68,19.65,70.29,3.59,60.29,19.16,14.16,15.45
WT,21/07/2015,0,1,0,0,79.78,1.25,66.91,1.18,72.02,3.13,79.25,11.50,14.34,14.04
WT,21/07/2015,0,1,0,0,79.53,1.22,66.72,1.44,71.72,2.90,78.56,11.02,14.36,14.04
WT,21/07/2015,0,0,1,0,79.53,1.17,66.59,1.47,71.73,2.99,77.76,11.22,14.67,14.04
BER,15/09/2015,1,1,0,0,78.94,0.90,65.33,1.59,70.82,2.60,74.19,7.23,13.05,14.38
CBL,23/07/2015,1,1,0,0,79.62,0.94,66.95,1.04,72.68,3.15,74.62,11.97,14.04,14.2
CBL,23/07/2015,1,1,0,0,79.65,1.14,66.76,1.22,72.13,3.05,77.25,11.75,14,14.2
CJQ,12/12/2016,1,1,0,0,79.76,1.07,66.66,1.12,67.11,2.56,81.39,15.79,13.58,16.01
CJQ,12/12/2016,1,1,0,0,80.16,1.20,66.35,1.25,67.28,3.20,80.10,15.51,13.59,16.01
CRK,28/10/2016,1,1,0,0,75.92,23.92,66.85,21.08,70.71,3.35,62.41,19.45,13.95,15.51
CRK,28/10/2016,1,1,0,0,76.10,22.40,66.83,19.69,70.83,3.48,62.72,18.92,13.21,15.51
BER,16/09/2015,1,1,0,0,79.22,0.91,64.61,1.19,71.05,2.84,73.10,7.20,14.12,14.42
BER,16/09/2015,1,1,0,0,78.95,1.07,66.01,1.67,70.94,2.55,77.46,9.33,13.65,14.42
BER,16/09/2015,1,1,0,0,79.16,1.16,66.21,1.57,71.27,2.67,77.85,9.34,13.39,14.42
CJQ,14/12/2016,1,1,0,0,80.44,1.05,66.17,1.19,68.00,3.15,80.40,13.41,13.32,16.11
CJQ,14/12/2016,1,1,0,0,80.63,1.04,66.08,1.23,67.79,3.60,78.54,14.54,13.25,16.11
CRK,29/10/2016,1,1,0,0,76.57,24.10,67.08,21.14,71.25,3.20,66.27,17.65,13.68,15.29
CRK,29/10/2016,1,1,0,0,76.40,22.47,66.95,19.73,71.00,3.47,64.52,17.72,13.74,15.29
WT,29/07/2015,1,1,0,0,79.46,0.65,65.35,1.33,71.60,3.63,71.05,13.26,13.57,14.07
BER,18/09/2015,1,1,0,0,79.53,1.00,67.05,1.07,71.19,2.51,82.00,10.52,14.19,14.51
BER,18/09/2015,1,1,0,0,79.65,1.10,66.93,1.07,71.74,2.71,80.50,10.03,13.09,14.51
CBL,25/07/2015,1,1,0,0,79.38,1.15,66.31,1.66,71.33,2.85,77.83,10.85,14.27,14.21
CJQ,17/12/2016,1,1,0,0,81.18,0.77,65.80,1.31,67.14,4.64,72.95,16.27,13.81,16.23
CJQ,17/12/2016,1,1,0,0,78.74,3.85,64.67,1.57,66.32,4.60,67.83,18.60,13.69,16.23
CRK,29/10/2016,1,1,0,0,76.40,22.47,66.95,19.73,71.00,3.47,64.52,17.72,13.44,15.35
WT,31/07/2015,1,1,0,0,79.30,0.66,65.73,1.51,71.48,3.33,72.05,10.08,13.81,14.2
WT,31/07/2015,1,1,0,0,79.41,0.82,66.23,1.45,71.50,2.88,74.71,9.85,13.92,14.2
